;Age;Attrition;BusinessTravel;Department;DistanceFromHome;Education;EducationField;EnvironmentSatisfaction;Gender;JobInvolvement;JobRole;JobSatisfaction;MaritalStatus;MonthlyIncome;NumCompaniesWorked;OverTime;PerformanceRating;RelationshipSatisfaction;TotalWorkingYears;TrainingTimesLastYear;YearsAtCompany;YearsInCurrentRole;YearsSinceLastPromotion;YearsWithCurrManager
545;30;No;Travel_Rarely;Sales;27;5;Marketing;3;Male;3;Sales Executive;4;Divorced;5304;7;No;4;4;10;2;8;7;7;7
546;29;No;Travel_Rarely;Sales;10;3;Life Sciences;3;Male;3;Sales Representative;3;Single;2642;1;No;3;3;1;6;1;0;0;0
547;42;Yes;Travel_Frequently;Research & Development;19;3;Medical;3;Male;4;Research Scientist;3;Divorced;2759;6;Yes;3;4;7;2;2;2;2;2
548;43;No;Travel_Frequently;Sales;15;3;Life Sciences;4;Male;2;Sales Executive;4;Married;6804;3;No;3;3;7;5;2;2;2;2
549;34;No;Travel_Rarely;Research & Development;8;2;Medical;2;Female;3;Healthcare Representative;3;Single;6142;3;No;3;4;10;2;5;1;4;3
550;23;No;Travel_Rarely;Research & Development;9;1;Medical;2;Male;3;Laboratory Technician;1;Married;2500;1;No;3;4;5;2;4;3;0;2
551;39;No;Travel_Rarely;Human Resources;3;3;Human Resources;3;Female;4;Human Resources;2;Married;6389;9;No;3;3;12;3;8;3;3;6
552;56;No;Travel_Rarely;Research & Development;9;3;Medical;3;Male;3;Healthcare Representative;4;Married;11103;7;No;3;3;30;1;10;7;1;1
553;40;No;Travel_Rarely;Research & Development;2;1;Medical;4;Female;2;Research Scientist;4;Single;2342;0;Yes;4;4;5;2;4;2;2;3
554;27;No;Travel_Rarely;Research & Development;7;3;Medical;4;Female;2;Healthcare Representative;1;Single;6811;8;No;3;1;9;2;7;6;0;7
555;29;No;Travel_Rarely;Sales;10;3;Marketing;4;Male;3;Sales Representative;2;Divorced;2297;1;No;3;4;2;2;2;2;2;2
556;53;No;Travel_Rarely;Research & Development;6;3;Life Sciences;4;Male;3;Laboratory Technician;4;Single;2450;2;No;3;4;19;4;2;2;2;2
557;35;No;Non-Travel;Research & Development;2;4;Life Sciences;4;Female;3;Healthcare Representative;1;Divorced;5093;2;No;3;1;16;2;1;0;0;0
558;32;No;Travel_Frequently;Research & Development;24;4;Life Sciences;1;Male;3;Laboratory Technician;4;Married;5309;1;No;3;4;10;2;10;8;4;7
559;38;No;Travel_Rarely;Research & Development;2;5;Medical;4;Male;3;Research Scientist;3;Married;3057;6;Yes;3;2;6;0;1;0;0;1
560;34;No;Travel_Rarely;Research & Development;8;5;Life Sciences;2;Female;3;Manufacturing Director;1;Divorced;5121;3;No;3;3;7;3;0;0;0;0
561;52;No;Travel_Rarely;Sales;3;4;Marketing;3;Male;2;Manager;1;Married;16856;1;No;3;1;34;3;34;6;1;16
562;33;Yes;Travel_Rarely;Research & Development;1;4;Other;4;Male;3;Research Scientist;4;Single;2686;1;Yes;3;3;10;2;10;9;7;8
563;25;No;Travel_Rarely;Sales;26;1;Medical;3;Female;3;Sales Executive;4;Single;6180;1;No;4;2;6;5;6;5;1;4
564;45;No;Travel_Rarely;Sales;2;2;Technical Degree;2;Male;1;Sales Representative;3;Single;6632;0;No;3;1;9;3;8;7;3;1
565;23;No;Travel_Rarely;Research & Development;10;1;Medical;1;Male;4;Research Scientist;3;Single;3505;1;No;3;4;2;3;2;2;0;2
566;47;Yes;Travel_Frequently;Sales;27;2;Life Sciences;2;Female;4;Sales Executive;3;Single;6397;4;Yes;3;4;8;2;5;4;1;3
567;34;No;Travel_Rarely;Sales;2;3;Other;4;Male;3;Sales Executive;4;Single;6274;1;No;4;3;6;5;6;5;1;4
568;55;Yes;Travel_Rarely;Research & Development;2;3;Medical;4;Male;3;Manager;1;Married;19859;5;Yes;3;4;24;2;5;2;1;4
569;36;No;Non-Travel;Sales;8;4;Life Sciences;1;Male;2;Sales Executive;1;Single;7587;1;No;3;2;10;1;10;7;0;9
570;52;No;Non-Travel;Research & Development;19;4;Medical;4;Male;3;Research Scientist;4;Married;4258;0;No;3;1;5;3;4;3;1;2
571;26;No;Travel_Frequently;Research & Development;1;2;Life Sciences;1;Female;1;Laboratory Technician;4;Divorced;4364;3;No;3;1;5;2;2;2;2;0
572;29;No;Travel_Rarely;Research & Development;27;3;Medical;2;Female;3;Healthcare Representative;3;Married;4335;4;No;3;1;11;3;8;7;1;1
573;26;Yes;Travel_Rarely;Sales;8;3;Technical Degree;4;Male;2;Sales Executive;1;Single;5326;6;No;3;3;6;2;4;3;1;2
574;34;No;Travel_Rarely;Research & Development;1;4;Life Sciences;2;Female;4;Research Scientist;4;Single;3280;2;No;3;3;10;2;4;2;1;3
575;54;No;Travel_Rarely;Research & Development;19;4;Medical;4;Female;3;Manufacturing Director;1;Divorced;5485;9;Yes;3;2;9;4;5;3;1;4
576;27;No;Travel_Frequently;Sales;8;1;Marketing;3;Male;3;Sales Executive;4;Married;4342;0;No;3;2;5;3;4;2;1;1
577;37;No;Travel_Rarely;Research & Development;10;1;Life Sciences;4;Female;3;Research Scientist;1;Divorced;2782;0;Yes;3;2;6;3;5;3;4;3
578;38;No;Travel_Frequently;Research & Development;2;4;Life Sciences;1;Female;4;Manufacturing Director;1;Single;5980;6;Yes;3;4;17;2;15;7;4;12
579;34;No;Travel_Rarely;Research & Development;2;4;Medical;3;Female;2;Research Scientist;1;Single;4381;1;No;3;3;6;3;6;5;1;3
580;35;No;Travel_Rarely;Sales;8;4;Life Sciences;1;Female;3;Sales Representative;4;Married;2572;1;No;3;2;3;1;3;2;0;2
581;30;No;Travel_Rarely;Research & Development;1;3;Life Sciences;4;Male;1;Laboratory Technician;3;Married;3833;3;No;4;3;7;2;2;2;0;2
582;40;No;Travel_Frequently;Research & Development;2;2;Medical;3;Female;4;Healthcare Representative;2;Married;4244;1;No;4;4;8;2;8;7;3;7
583;34;No;Travel_Rarely;Sales;8;2;Life Sciences;3;Female;3;Sales Executive;1;Married;6500;5;No;3;2;6;1;3;2;1;2
584;42;No;Travel_Frequently;Research & Development;8;3;Life Sciences;2;Male;3;Manager;4;Divorced;18430;1;No;3;2;24;4;24;7;14;9
585;23;Yes;Travel_Rarely;Research & Development;6;3;Life Sciences;3;Male;4;Laboratory Technician;1;Married;1601;1;Yes;4;3;1;2;0;0;0;0
586;24;No;Non-Travel;Research & Development;9;3;Life Sciences;3;Male;2;Laboratory Technician;2;Divorced;2694;1;No;3;3;1;4;1;0;0;0
587;52;No;Travel_Rarely;Research & Development;11;4;Life Sciences;4;Female;3;Laboratory Technician;3;Married;3149;8;No;4;2;9;3;5;2;1;4
588;50;No;Travel_Rarely;Research & Development;2;3;Medical;3;Male;3;Research Director;3;Married;17639;5;No;3;4;30;3;4;3;0;3
589;29;Yes;Travel_Rarely;Research & Development;1;2;Life Sciences;2;Female;2;Laboratory Technician;1;Married;2319;1;Yes;3;4;1;1;1;0;0;0
590;33;No;Travel_Rarely;Research & Development;7;3;Medical;3;Male;3;Research Director;3;Married;11691;0;No;3;4;14;3;13;9;3;7
591;33;Yes;Travel_Rarely;Sales;16;3;Marketing;1;Female;3;Sales Executive;1;Single;5324;5;No;3;3;6;3;3;2;0;2
592;47;No;Travel_Rarely;Research & Development;2;2;Other;3;Female;3;Manager;4;Married;16752;1;Yes;3;3;26;3;26;14;3;0
593;36;No;Travel_Rarely;Research & Development;1;3;Other;3;Female;3;Manufacturing Director;2;Married;5228;0;No;3;1;10;2;9;7;0;5
594;29;No;Travel_Rarely;Research & Development;23;2;Life Sciences;3;Male;4;Research Scientist;3;Married;2700;1;No;4;3;10;3;10;7;0;7
595;58;Yes;Travel_Rarely;Research & Development;2;4;Life Sciences;4;Male;3;Research Director;2;Single;19246;7;Yes;3;4;40;2;31;15;13;8
596;35;No;Travel_Rarely;Research & Development;1;4;Life Sciences;4;Female;4;Research Scientist;3;Single;2506;3;No;3;3;7;0;2;2;2;2
597;42;No;Travel_Rarely;Research & Development;1;2;Life Sciences;4;Female;2;Manufacturing Director;4;Married;6062;9;Yes;3;4;8;4;4;3;0;2
598;28;Yes;Travel_Rarely;Research & Development;2;4;Medical;3;Male;3;Research Scientist;3;Single;4382;6;No;3;4;5;3;2;2;2;1
599;36;No;Travel_Rarely;Human Resources;13;3;Human Resources;3;Male;3;Human Resources;2;Married;2143;4;No;3;2;8;2;5;2;0;4
600;32;No;Travel_Rarely;Research & Development;4;3;Life Sciences;3;Female;2;Manufacturing Director;3;Married;6162;1;No;3;3;14;3;14;13;6;8
601;40;No;Travel_Frequently;Research & Development;16;4;Medical;1;Male;2;Laboratory Technician;3;Single;5094;6;No;3;4;10;6;1;0;0;0
602;30;No;Travel_Rarely;Research & Development;2;3;Medical;3;Female;2;Manufacturing Director;4;Single;6877;5;Yes;4;2;12;4;0;0;0;0
603;45;No;Travel_Rarely;Research & Development;2;3;Life Sciences;2;Female;2;Research Scientist;3;Single;2274;1;No;3;4;1;3;1;0;0;0
604;42;No;Travel_Rarely;Research & Development;29;3;Life Sciences;2;Male;3;Manufacturing Director;2;Married;4434;1;No;3;4;10;3;9;8;7;8
605;38;No;Travel_Frequently;Research & Development;12;3;Life Sciences;1;Male;2;Healthcare Representative;1;Divorced;6288;2;No;3;3;13;3;4;3;1;2
606;34;No;Travel_Frequently;Research & Development;16;4;Life Sciences;3;Female;2;Research Scientist;4;Single;2553;1;No;3;3;6;3;5;2;1;3
607;49;Yes;Travel_Rarely;Sales;11;3;Marketing;3;Female;3;Sales Executive;4;Married;7654;1;No;3;1;9;3;9;8;7;7
608;55;Yes;Travel_Rarely;Sales;2;1;Medical;3;Male;3;Sales Executive;4;Single;5160;4;No;3;3;12;3;9;7;7;3
609;43;No;Travel_Rarely;Research & Development;14;2;Life Sciences;2;Male;3;Research Director;1;Married;17159;6;No;4;3;22;3;4;1;1;0
610;27;No;Travel_Rarely;Research & Development;5;1;Technical Degree;3;Male;2;Research Director;4;Divorced;12808;1;Yes;3;2;9;3;9;8;0;8
611;35;No;Travel_Rarely;Research & Development;7;3;Other;3;Male;3;Manufacturing Director;3;Single;10221;3;No;4;2;17;3;8;5;1;6
612;28;No;Travel_Rarely;Sales;2;4;Marketing;2;Female;3;Sales Executive;2;Married;4779;1;Yes;4;1;8;2;8;7;7;5
613;34;No;Travel_Rarely;Human Resources;3;2;Human Resources;3;Male;3;Human Resources;4;Married;3737;0;No;3;3;4;1;3;2;0;2
614;26;Yes;Travel_Frequently;Research & Development;5;2;Medical;3;Female;2;Research Scientist;3;Married;2366;1;Yes;3;1;8;2;8;7;1;7
615;27;No;Non-Travel;Research & Development;3;3;Medical;4;Male;3;Research Scientist;4;Married;1706;1;No;3;3;0;6;0;0;0;0
616;51;No;Travel_Rarely;Sales;26;4;Marketing;1;Female;3;Manager;3;Married;16307;2;No;3;3;29;2;20;6;4;17
617;44;No;Travel_Rarely;Research & Development;4;3;Medical;4;Male;3;Healthcare Representative;2;Single;5933;9;No;3;4;10;2;5;2;2;3
618;25;No;Travel_Rarely;Research & Development;2;1;Medical;1;Male;4;Research Scientist;1;Single;3424;7;No;3;3;6;3;4;3;0;1
619;33;No;Travel_Rarely;Sales;1;3;Medical;1;Male;4;Sales Executive;1;Divorced;4037;1;No;4;1;9;5;9;8;0;8
620;35;No;Travel_Rarely;Research & Development;27;1;Medical;3;Female;2;Research Scientist;1;Single;2559;1;No;3;4;6;3;6;5;1;1
621;36;No;Travel_Rarely;Sales;1;2;Life Sciences;2;Male;3;Sales Executive;4;Married;6201;1;Yes;3;4;18;1;18;14;4;11
622;32;No;Travel_Rarely;Sales;13;4;Life Sciences;2;Male;3;Sales Executive;4;Divorced;4403;2;No;3;3;8;3;5;2;0;3
623;30;No;Travel_Frequently;Research & Development;5;4;Life Sciences;2;Male;2;Research Scientist;4;Divorced;3761;9;No;3;2;10;3;5;4;0;3
624;53;No;Travel_Rarely;Sales;7;2;Marketing;1;Female;2;Sales Executive;4;Married;10934;7;Yes;3;4;35;3;5;2;0;4
625;45;No;Travel_Rarely;Sales;9;3;Marketing;4;Male;3;Sales Executive;1;Divorced;10761;4;Yes;3;3;18;2;5;4;0;2
626;32;No;Travel_Rarely;Research & Development;8;2;Medical;3;Female;4;Research Scientist;3;Married;5175;5;No;3;3;9;3;5;3;1;3
627;52;No;Travel_Frequently;Research & Development;25;4;Medical;3;Female;2;Manufacturing Director;4;Married;13826;3;No;4;3;31;3;9;8;0;0
628;37;No;Travel_Rarely;Sales;16;4;Marketing;4;Male;2;Sales Executive;3;Divorced;6334;4;No;3;4;9;2;1;0;0;0
629;28;No;Travel_Rarely;Human Resources;8;2;Medical;2;Male;2;Human Resources;4;Divorced;4936;1;No;3;4;6;6;5;1;0;4
630;22;No;Travel_Rarely;Research & Development;1;2;Life Sciences;4;Male;2;Manufacturing Director;4;Married;4775;6;No;4;1;4;2;2;2;2;2
631;44;No;Travel_Rarely;Research & Development;8;4;Life Sciences;1;Male;4;Laboratory Technician;4;Married;2818;2;Yes;4;3;10;2;3;2;0;2
632;42;No;Travel_Frequently;Research & Development;2;1;Medical;2;Male;3;Research Scientist;4;Single;2515;5;Yes;3;4;8;2;2;1;2;2
633;36;No;Travel_Rarely;Human Resources;8;3;Life Sciences;1;Male;2;Human Resources;1;Married;2342;0;No;4;3;6;3;5;4;0;3
634;25;No;Travel_Rarely;Sales;3;1;Other;3;Male;3;Sales Executive;1;Married;4194;1;Yes;3;4;5;3;5;3;0;3
635;35;No;Travel_Rarely;Research & Development;9;3;Life Sciences;4;Female;2;Manufacturing Director;3;Married;10685;1;Yes;4;2;17;2;17;14;5;15
636;35;Yes;Travel_Frequently;Research & Development;25;4;Life Sciences;4;Female;3;Research Scientist;2;Divorced;2022;1;Yes;3;1;10;3;10;2;7;8
637;32;No;Non-Travel;Research & Development;1;3;Life Sciences;4;Male;3;Laboratory Technician;4;Divorced;2314;0;No;3;2;4;2;3;0;0;2
638;25;No;Travel_Rarely;Sales;4;1;Marketing;3;Male;2;Sales Executive;1;Married;4256;1;No;3;1;5;1;5;2;0;3
639;49;No;Travel_Rarely;Research & Development;1;3;Technical Degree;3;Female;3;Research Scientist;1;Married;3580;2;No;3;2;7;2;4;2;0;2
640;24;No;Non-Travel;Research & Development;4;1;Life Sciences;1;Male;2;Laboratory Technician;4;Married;3162;0;No;3;4;6;2;5;2;3;4
641;32;No;Travel_Frequently;Sales;5;2;Life Sciences;2;Male;3;Sales Executive;2;Married;6524;1;No;3;4;10;3;10;8;5;3
642;38;No;Travel_Rarely;Sales;9;3;Marketing;2;Male;2;Sales Representative;2;Married;2899;0;No;3;4;3;3;2;2;1;2
643;42;No;Travel_Rarely;Research & Development;3;3;Life Sciences;3;Female;4;Laboratory Technician;4;Married;5231;2;Yes;3;2;17;1;5;3;1;3
644;31;No;Travel_Rarely;Research & Development;11;4;Life Sciences;4;Male;3;Research Scientist;4;Married;2356;3;Yes;3;2;8;2;6;4;0;2
645;29;Yes;Travel_Rarely;Sales;1;3;Medical;2;Female;2;Sales Representative;3;Divorced;2800;6;Yes;3;3;5;3;3;2;0;2
646;53;No;Travel_Rarely;Sales;8;3;Marketing;1;Male;3;Sales Executive;4;Married;11836;5;No;3;3;28;3;2;0;2;2
647;35;No;Travel_Rarely;Research & Development;25;3;Technical Degree;4;Male;2;Manufacturing Director;2;Married;10903;3;No;3;1;16;2;13;10;4;8
648;37;No;Travel_Frequently;Sales;21;2;Medical;3;Female;3;Sales Representative;4;Married;2973;5;No;3;2;10;3;5;4;0;0
649;53;No;Travel_Rarely;Research & Development;23;4;Life Sciences;4;Female;3;Research Director;4;Single;14275;6;No;3;3;33;0;12;9;3;8
650;43;No;Travel_Frequently;Research & Development;1;3;Life Sciences;4;Female;3;Healthcare Representative;4;Married;5562;4;No;3;2;12;2;5;2;2;2
651;47;No;Travel_Rarely;Sales;2;2;Marketing;3;Female;3;Sales Executive;4;Married;4537;0;Yes;4;1;8;2;7;6;7;7
652;37;No;Non-Travel;Sales;19;2;Medical;1;Male;3;Sales Executive;2;Single;7642;1;Yes;3;4;10;2;10;0;0;9
653;50;No;Non-Travel;Research & Development;2;4;Life Sciences;1;Male;3;Manager;1;Divorced;17924;1;No;3;4;31;3;31;6;14;7
654;39;No;Travel_Rarely;Human Resources;2;3;Life Sciences;4;Female;2;Human Resources;4;Married;5204;8;No;3;3;13;2;5;4;0;4
655;33;No;Travel_Rarely;Human Resources;3;2;Human Resources;4;Male;3;Human Resources;2;Divorced;2277;3;Yes;3;3;7;4;4;3;0;3
656;32;Yes;Travel_Rarely;Research & Development;25;4;Life Sciences;1;Male;3;Laboratory Technician;4;Single;2795;1;Yes;4;3;1;2;1;0;0;1
657;29;No;Travel_Rarely;Research & Development;7;1;Medical;1;Female;2;Laboratory Technician;4;Divorced;2532;6;No;3;3;8;5;4;3;0;3
658;44;No;Travel_Rarely;Research & Development;9;2;Life Sciences;2;Male;3;Research Scientist;1;Married;2559;1;Yes;3;4;8;0;8;7;7;1
659;28;No;Travel_Rarely;Sales;5;4;Medical;1;Male;3;Sales Executive;4;Single;4908;1;No;3;2;4;3;4;2;0;2
660;58;Yes;Travel_Frequently;Research & Development;2;1;Life Sciences;4;Male;2;Laboratory Technician;4;Divorced;2380;9;Yes;3;4;3;3;1;0;0;0
661;43;No;Travel_Rarely;Research & Development;8;3;Life Sciences;1;Female;3;Manufacturing Director;2;Divorced;4765;4;No;4;3;4;2;1;0;0;0
662;20;Yes;Travel_Rarely;Sales;2;3;Medical;3;Female;2;Sales Representative;3;Single;2044;1;No;3;4;2;3;2;2;0;2
663;21;Yes;Travel_Rarely;Research & Development;18;1;Other;4;Female;3;Research Scientist;4;Single;2693;1;No;3;1;1;3;1;0;0;0
664;36;No;Travel_Rarely;Research & Development;14;1;Life Sciences;3;Male;3;Healthcare Representative;4;Married;6586;0;Yes;3;1;17;2;16;8;4;11
665;47;No;Travel_Rarely;Sales;2;4;Life Sciences;4;Female;2;Sales Representative;4;Single;3294;1;Yes;3;1;3;3;3;2;1;2
666;22;Yes;Travel_Rarely;Research & Development;3;1;Life Sciences;2;Female;3;Manufacturing Director;3;Married;4171;0;Yes;3;1;4;3;3;2;0;2
667;41;Yes;Travel_Rarely;Research & Development;2;4;Life Sciences;2;Female;1;Laboratory Technician;4;Divorced;2778;4;Yes;3;3;10;1;7;7;1;0
668;28;No;Travel_Rarely;Research & Development;9;3;Medical;3;Female;3;Research Scientist;3;Divorced;2377;5;No;3;2;6;2;2;2;2;2
669;39;Yes;Travel_Rarely;Research & Development;6;3;Medical;4;Male;3;Laboratory Technician;1;Married;2404;7;Yes;4;4;8;2;2;2;2;2
670;27;No;Travel_Rarely;Research & Development;4;3;Life Sciences;2;Female;3;Research Scientist;3;Single;2318;1;No;3;3;1;2;1;1;0;0
671;34;No;Travel_Rarely;Research & Development;10;3;Life Sciences;2;Male;3;Laboratory Technician;2;Divorced;2008;1;No;3;2;1;3;1;0;1;0
672;42;No;Travel_Rarely;Sales;14;2;Medical;3;Female;2;Sales Executive;3;Single;6244;7;No;3;1;10;6;5;4;0;3
673;33;No;Travel_Rarely;Research & Development;1;4;Other;3;Male;2;Research Scientist;1;Single;2799;3;Yes;3;2;6;1;3;2;0;2
674;58;No;Travel_Rarely;Research & Development;5;3;Technical Degree;3;Female;2;Healthcare Representative;2;Divorced;10552;2;Yes;3;4;24;3;6;0;0;4
675;31;No;Travel_Rarely;Sales;7;4;Life Sciences;2;Male;2;Sales Representative;3;Married;2329;3;No;3;2;13;2;7;7;5;2
676;35;No;Travel_Rarely;Research & Development;21;1;Life Sciences;4;Female;3;Healthcare Representative;4;Married;4014;1;Yes;4;4;10;2;10;6;0;7
677;49;No;Travel_Rarely;Research & Development;8;2;Other;1;Female;3;Laboratory Technician;2;Married;7403;4;No;3;3;29;3;26;9;1;7
678;48;No;Travel_Rarely;Research & Development;20;4;Medical;4;Male;3;Research Scientist;3;Married;2259;4;No;3;1;13;2;0;0;0;0
679;31;No;Non-Travel;Sales;20;2;Marketing;4;Female;3;Sales Executive;3;Married;6932;1;No;3;4;9;2;9;8;0;0
680;36;No;Travel_Rarely;Research & Development;7;4;Other;2;Male;3;Research Scientist;4;Single;4678;2;No;3;3;8;6;6;2;0;1
681;38;No;Travel_Rarely;Research & Development;1;3;Technical Degree;4;Female;3;Research Director;1;Married;13582;1;No;3;2;15;3;15;12;5;11
682;32;No;Non-Travel;Research & Development;1;3;Life Sciences;3;Female;2;Laboratory Technician;2;Married;2332;6;No;4;3;5;3;3;0;0;2
683;25;Yes;Travel_Rarely;Sales;19;2;Marketing;3;Male;2;Sales Representative;2;Married;2413;1;Yes;3;3;1;2;1;0;0;0
684;40;No;Travel_Rarely;Sales;10;4;Marketing;1;Male;2;Sales Executive;2;Divorced;9705;2;No;3;2;11;2;1;0;0;0
685;26;No;Travel_Frequently;Sales;1;3;Medical;3;Male;2;Sales Executive;1;Single;4294;1;No;3;2;7;2;7;7;0;7
686;41;No;Travel_Rarely;Research & Development;6;3;Medical;4;Male;3;Laboratory Technician;1;Single;4721;2;Yes;3;3;20;3;18;13;2;17
687;36;No;Travel_Rarely;Research & Development;2;4;Medical;3;Male;3;Laboratory Technician;3;Single;2519;4;No;4;3;16;6;11;8;3;9
688;19;Yes;Travel_Rarely;Sales;21;3;Other;4;Male;2;Sales Representative;2;Single;2121;1;Yes;3;2;1;3;1;0;0;0
689;20;Yes;Travel_Rarely;Research & Development;4;3;Technical Degree;1;Male;3;Laboratory Technician;1;Single;2973;1;No;3;2;1;2;1;0;0;0
690;31;No;Travel_Rarely;Research & Development;12;3;Medical;4;Female;3;Healthcare Representative;4;Married;5855;0;Yes;3;3;10;2;9;7;8;5
691;40;No;Travel_Frequently;Research & Development;9;4;Medical;4;Male;3;Research Scientist;2;Divorced;3617;8;Yes;3;4;3;2;1;1;0;0
692;32;No;Travel_Rarely;Research & Development;3;4;Medical;3;Female;3;Manufacturing Director;1;Married;6725;1;No;3;3;8;2;8;7;6;3
693;36;Yes;Travel_Rarely;Sales;3;1;Life Sciences;3;Male;2;Sales Executive;4;Married;10325;1;Yes;3;1;16;6;16;7;3;7
694;33;No;Travel_Rarely;Research & Development;1;3;Life Sciences;2;Female;2;Healthcare Representative;4;Single;6949;0;No;3;1;6;3;5;0;1;4
695;37;Yes;Travel_Rarely;Sales;1;4;Life Sciences;1;Male;2;Sales Executive;3;Married;10609;5;No;3;3;17;2;14;1;11;7
696;45;No;Non-Travel;Research & Development;4;2;Life Sciences;3;Male;3;Laboratory Technician;2;Married;4447;1;No;3;2;9;5;9;7;0;8
697;29;No;Travel_Frequently;Sales;20;3;Technical Degree;3;Female;3;Sales Representative;4;Married;2157;1;No;3;2;3;5;3;1;0;2
698;35;No;Travel_Rarely;Sales;18;3;Medical;3;Female;3;Sales Executive;3;Married;4601;1;No;3;2;5;3;5;2;1;0
699;52;No;Travel_Rarely;Research & Development;1;2;Life Sciences;4;Male;3;Manager;4;Married;17099;2;No;3;2;26;2;9;8;7;8
700;58;Yes;Travel_Rarely;Research & Development;2;3;Technical Degree;4;Male;3;Research Scientist;3;Single;2479;4;No;4;1;7;4;1;0;0;0
701;53;No;Travel_Rarely;Sales;2;2;Medical;3;Male;3;Manager;3;Divorced;14852;6;No;3;3;22;3;17;13;15;2
702;30;No;Travel_Rarely;Sales;8;2;Other;3;Male;3;Sales Executive;3;Divorced;7264;5;No;3;1;10;2;8;4;7;7
703;38;No;Non-Travel;Sales;10;3;Technical Degree;3;Female;3;Sales Executive;4;Single;5666;1;Yes;3;2;6;1;5;3;1;3
704;35;No;Travel_Rarely;Sales;3;4;Life Sciences;4;Male;3;Sales Executive;4;Divorced;7823;6;No;3;2;12;2;10;9;0;8
705;39;No;Travel_Rarely;Sales;2;5;Life Sciences;1;Male;4;Sales Executive;3;Single;7880;0;No;3;4;9;3;8;7;0;7
706;40;Yes;Non-Travel;Sales;24;3;Life Sciences;2;Female;4;Sales Executive;2;Single;13194;4;Yes;3;4;22;2;1;0;0;0
707;47;No;Travel_Frequently;Research & Development;16;4;Medical;3;Male;4;Manufacturing Director;3;Divorced;5067;1;Yes;3;3;20;3;19;10;2;7
708;36;No;Non-Travel;Sales;8;4;Technical Degree;1;Male;3;Sales Executive;4;Divorced;5079;4;No;3;4;12;3;7;7;0;7
709;31;Yes;Non-Travel;Research & Development;9;2;Medical;3;Male;2;Research Scientist;1;Single;2321;0;Yes;4;1;4;0;3;2;1;2
710;33;No;Non-Travel;Sales;17;3;Life Sciences;4;Male;3;Manager;3;Single;17444;1;No;3;4;10;2;10;8;6;0
711;29;Yes;Travel_Rarely;Research & Development;10;3;Life Sciences;4;Female;2;Research Scientist;1;Single;2404;6;Yes;4;3;3;5;0;0;0;0
712;33;No;Travel_Rarely;Research & Development;13;1;Life Sciences;2;Female;3;Research Scientist;4;Single;3452;3;No;3;1;5;4;3;2;0;2
713;45;No;Travel_Rarely;Research & Development;1;4;Medical;4;Female;3;Laboratory Technician;4;Divorced;2270;3;No;3;4;8;2;5;3;0;2
714;50;No;Travel_Rarely;Research & Development;1;2;Medical;4;Male;3;Research Director;4;Divorced;17399;9;No;4;3;32;1;5;4;1;3
715;33;No;Travel_Frequently;Research & Development;1;4;Other;3;Female;4;Healthcare Representative;2;Married;5488;1;Yes;3;1;6;2;6;5;1;2
716;41;No;Travel_Frequently;Research & Development;9;3;Medical;1;Male;3;Research Director;3;Divorced;19419;2;No;3;2;21;2;18;16;0;11
717;27;No;Travel_Rarely;Research & Development;16;4;Technical Degree;3;Female;3;Laboratory Technician;2;Married;2811;9;No;3;2;4;2;2;2;2;2
718;45;No;Non-Travel;Research & Development;23;2;Life Sciences;4;Male;3;Laboratory Technician;1;Married;3633;1;Yes;3;3;9;2;9;8;0;8
719;47;No;Travel_Rarely;Sales;4;2;Life Sciences;4;Female;3;Sales Executive;4;Single;4163;1;Yes;3;3;9;0;9;0;0;7
